Clique number;Diameter;Edge connectivity;Matching number;Planar ;Radius;Vertex connectivity;Largest L-eigenvalue ;Second largest Eigenvalue;Smallest Eigenvalue;Laplacian spectrum;Chromatic Number;Girth;Group Size;Domination number;Independence number;Chromatic index
2.00000000;6.00000000;3.00000000;18.00000000;0.00000000;5.00000000;3.00000000;5.84100000;2.45200000;-2.84100000;0.54800000;3.00000000;7.00000000;1.00000000;10.00000000;17.00000000;3.00000000
2.00000000;6.00000000;3.00000000;18.00000000;0.00000000;5.00000000;3.00000000;5.78100000;2.45200000;-2.78100000;0.54800000;3.00000000;7.00000000;1.00000000;10.00000000;16.00000000;3.00000000
2.00000000;6.00000000;3.00000000;18.00000000;0.00000000;5.00000000;3.00000000;5.77900000;2.45400000;-2.77900000;0.54600000;3.00000000;7.00000000;1.00000000;10.00000000;16.00000000;3.00000000
2.00000000;6.00000000;3.00000000;18.00000000;0.00000000;5.00000000;3.00000000;5.81400000;2.45500000;-2.81400000;0.54500000;3.00000000;7.00000000;1.00000000;10.00000000;16.00000000;3.00000000
2.00000000;5.00000000;3.00000000;18.00000000;0.00000000;5.00000000;3.00000000;5.74000000;2.45400000;-2.74000000;0.54600000;3.00000000;7.00000000;1.00000000;10.00000000;16.00000000;3.00000000
2.00000000;5.00000000;3.00000000;18.00000000;0.00000000;5.00000000;3.00000000;5.78100000;2.45500000;-2.71000000;0.54500000;3.00000000;7.00000000;1.00000000;10.00000000;16.00000000;3.00000000
2.00000000;5.00000000;3.00000000;18.00000000;0.00000000;5.00000000;3.00000000;5.74000000;2.45400000;-2.74000000;0.54600000;3.00000000;7.00000000;1.00000000;10.00000000;16.00000000;3.00000000
2.00000000;5.00000000;3.00000000;18.00000000;0.00000000;5.00000000;3.00000000;5.74000000;2.45200000;-2.74000000;0.54800000;3.00000000;7.00000000;1.00000000;10.00000000;16.00000000;3.00000000
2.00000000;5.00000000;3.00000000;18.00000000;0.00000000;5.00000000;3.00000000;5.74000000;2.45200000;-2.74000000;0.54800000;3.00000000;7.00000000;1.00000000;10.00000000;16.00000000;3.00000000
2.00000000;5.00000000;3.00000000;18.00000000;0.00000000;5.00000000;3.00000000;5.73900000;2.45200000;-2.73900000;0.54800000;3.00000000;7.00000000;1.00000000;10.00000000;16.00000000;3.00000000
2.00000000;5.00000000;3.00000000;18.00000000;0.00000000;5.00000000;3.00000000;5.74000000;2.45200000;-2.74000000;0.54800000;3.00000000;7.00000000;1.00000000;10.00000000;16.00000000;3.00000000
