Clique number;Diameter;Edge connectivity;Matching number;Planar ;Radius;Vertex connectivity;Largest L-eigenvalue ;Second largest Eigenvalue;Smallest Eigenvalue;Laplacian spectrum;Chromatic Number;Girth;Group Size;Domination number;Independence number;Chromatic Index
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.7195500;2.7301500;-2.7195500;0.2698500;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.7408200;2.7300400;-2.7408200;0.2699600;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.6357300;2.7279900;-2.6357300;0.2720100;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.7172400;2.7297400;-2.7172400;0.2702600;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.7055200;2.7278700;-2.7055200;0.2721300;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.7251400;2.7282000;-2.7251400;0.2718000;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.7447400;2.7296400;-2.7447400;0.2703600;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7048800;2.7235600;-2.7048800;0.2764400;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6365700;2.7340800;-2.6365700;0.2659200;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6121100;2.6558000;-2.6121100;0.3442000;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.5900300;2.6272800;-2.5900300;0.3727200;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6289400;2.6383800;-2.6289400;0.3616200;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6245800;2.6285100;-2.6245800;0.3714900;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;5.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6652800;2.6253500;-2.6652800;0.3746500;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6253600;2.6380800;-2.6253600;0.3619200;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6393700;2.6404400;-2.6393700;0.3595600;3.0000000;4.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6948500;2.6298000;-2.6948500;0.3702000;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;5.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.8109200;2.6320200;-2.8109200;0.3679800;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;5.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6640400;2.6332300;-2.6640400;0.3667700;3.0000000;4.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7866600;2.6203100;-2.7866600;0.3796900;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6273200;2.6358600;-2.6273200;0.3641400;3.0000000;4.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7016500;2.6351300;-2.7016500;0.3648700;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6047400;2.6345500;-2.6047400;0.3654500;3.0000000;4.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7640900;2.6274700;-2.7640900;0.3725300;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6921100;2.6337700;-2.6921100;0.3662300;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6329900;2.6306300;-2.6329900;0.3693700;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7101300;2.6296500;-2.7101300;0.3703500;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6110600;2.6257600;-2.6110600;0.3742400;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7460700;2.6386900;-2.7460700;0.3613100;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6869500;2.6388200;-2.6869500;0.3611800;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.8127100;2.6264300;-2.8127000;0.3735700;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6713600;2.6328300;-2.6713600;0.3671700;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6473100;2.6235000;-2.6473100;0.3765000;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6667600;2.6269600;-2.6667600;0.3730400;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6832100;2.6260400;-2.6832100;0.3739600;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6529800;2.6270800;-2.6529800;0.3729200;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6947300;2.6276900;-2.6947300;0.3723100;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6890200;2.6266000;-2.6890200;0.3734000;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7984600;2.6370400;-2.7984600;0.3629600;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6425000;2.6386400;-2.6425000;0.3613600;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6351800;2.6414100;-2.6351800;0.3585900;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.8041400;2.6407600;-2.8041400;0.3592400;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6973500;2.6413500;-2.6973500;0.3586500;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6121000;2.6252900;-2.6121000;0.3747100;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6448500;2.6274700;-2.6448500;0.3725300;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.5454400;2.6392600;-2.5454400;0.3607400;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6292200;2.6358100;-2.6292200;0.3641900;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.5993100;2.6412900;-2.5993100;0.3587100;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6393700;2.6319900;-2.6393700;0.3680100;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6406400;2.6235200;-2.6406400;0.3764800;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6946400;2.6248300;-2.6946400;0.3751700;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.5773100;2.6524000;-2.5773100;0.3476000;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6140300;2.6525400;-2.6140300;0.3474600;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.5671800;2.6794800;-2.5671800;0.3205200;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7189200;2.6626600;-2.7189200;0.3373400;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6471400;2.6623500;-2.6471400;0.3376500;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6909000;2.6629600;-2.6909000;0.3370400;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6809400;2.6628300;-2.6809400;0.3371700;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.6351900;2.6790300;-2.6351900;0.3209700;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7208300;2.6633400;-2.7208300;0.3366600;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6320600;2.6438500;-2.6320600;0.3561500;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6230200;2.7330100;-2.6230200;0.2669900;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.5972300;2.6531600;-2.5972300;0.3468400;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.5950200;2.7231100;-2.5950200;0.2768900;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.6036800;2.6874200;-2.6036800;0.3125800;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;7.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.5998500;2.7631300;-2.5998500;0.2368700;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;7.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.6615800;2.7578600;-2.6615800;0.2421400;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;7.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.6383000;2.7619100;-2.6383000;0.2380900;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.5237000;2.6825600;-2.5237000;0.3174400;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6362300;2.7206700;-2.6362300;0.2793300;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6983800;2.7217500;-2.6983800;0.2782500;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7033000;2.6757700;-2.7033000;0.3242300;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.5826000;2.6692300;-2.5826000;0.3307700;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.5857200;2.6749700;-2.5857200;0.3250300;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.5469000;2.6748800;-2.5469000;0.3251200;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6696200;2.6752000;-2.6696200;0.3248000;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.6968100;2.6694000;-2.5968100;0.3306000;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.5463600;2.6774300;-2.5463600;0.3225700;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.6380400;2.6696900;-2.6380400;0.3303100;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.8051500;2.6446300;-2.8051500;0.3553700;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6718900;2.6463300;-2.6718900;0.3536700;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.6916400;2.6765000;-2.6916400;0.3235000;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7721200;2.6778300;-2.7721200;0.3221700;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7782100;2.6708600;-2.7782100;0.3291400;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6725800;2.6774900;-2.6725800;0.3225100;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.7788500;2.6778200;-2.7788500;0.3221800;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.7338000;2.6782100;-2.7338000;0.3217900;3.0000000;4.0000000;2.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7098100;2.6760400;-2.7098100;0.3239600;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6086400;2.6787000;-2.6086400;0.3213000;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6814300;2.6779800;-2.6814300;0.3220200;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6632900;2.6598800;-2.6632900;0.3401200;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6472100;2.6463000;-2.6472100;0.3537000;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.5764700;2.6569700;-2.5764700;0.3430300;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6800300;2.6746000;-2.6800300;0.3254000;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7264800;2.6691700;-2.7264800;0.3308300;3.0000000;4.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;5.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.6590000;2.6030000;-2.6590000;0.3970000;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;5.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.7670000;2.6030000;-2.7670000;0.3970000;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;5.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.7350000;2.6240000;-2.7350000;0.3760000;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.7220000;2.6540000;-2.7220000;0.3460000;4.0000000;5.0000000;1.0000000;9.0000000;14.0000000;3.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.7650000;2.6860000;-2.7650000;0.3140000;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
2.0000000;5.0000000;3.0000000;16.0000000;0.0000000;4.0000000;3.0000000;5.6050000;2.5380000;-2.6050000;0.4620000;3.0000000;5.0000000;1.0000000;9.0000000;13.0000000;4.0000000
2.0000000;6.0000000;3.0000000;16.0000000;0.0000000;5.0000000;3.0000000;5.6920000;2.6630000;-2.6920000;0.3370000;3.0000000;5.0000000;1.0000000;9.0000000;14.0000000;4.0000000
